ID,age,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default,balance,housing,loan,contact_cellular,contact_telephone,contact_unknown,day,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,duration,campaign,pdays,previous,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,y
5197,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1515,1,0,0,1,0,31,0,0,0,0,0,1,0,0,0,0,0,0,42,5,-1,0,0,0,0,1,0
5198,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7735,1,0,0,0,1,14,0,0,0,0,0,0,0,0,1,0,0,0,240,1,-1,0,0,0,0,1,0
5199,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,59,1,0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,9,4,341,19,1,0,0,0,0
5200,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15459,0,0,1,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,245,3,97,7,0,0,1,0,0
5201,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,176,2,-1,0,0,0,0,1,0
5202,50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,565,1,1,1,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,36,3,-1,0,0,0,0,1,0
5203,57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,35,0,1,0,0,1,26,0,0,0,0,0,0,1,0,0,0,0,0,215,3,-1,0,0,0,0,1,0
5204,31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-163,1,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,135,1,270,2,1,0,0,0,0
5205,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1397,1,0,1,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,114,4,-1,0,0,0,0,1,0
5206,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,330,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,197,1,-1,0,0,0,0,1,0
5207,37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2209,0,0,0,0,1,20,0,0,0,0,0,0,1,0,0,0,0,0,167,2,-1,0,0,0,0,1,0
5208,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1357,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,200,1,-1,0,0,0,0,1,0
5209,32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,859,1,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,39,1,-1,0,0,0,0,1,0
5210,33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3064,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,309,1,-1,0,0,0,0,1,0
5211,38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-345,1,0,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,177,2,-1,0,0,0,0,1,0
5212,41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,171,1,0,1,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,209,1,191,4,1,0,0,0,0
5213,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,83,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,199,1,358,1,1,0,0,0,0
5214,54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-473,1,0,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,239,1,351,2,1,0,0,0,0
5215,46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,326,0,0,1,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,182,7,-1,0,0,0,0,1,0
5216,43,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,385,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,359,2,-1,0,0,0,0,1,0
5217,41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-129,1,0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,176,1,-1,0,0,0,0,1,0
5218,53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,65,0,0,1,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,25,18,-1,0,0,0,0,1,0
5219,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,797,1,0,0,1,0,21,0,0,0,0,0,0,0,0,0,1,0,0,205,3,119,8,1,0,0,0,0
5220,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,113,0,0,1,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,92,15,-1,0,0,0,0,1,0
5221,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2186,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,366,1,-1,0,0,0,0,1,0
5222,37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,241,1,1,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,55,25,-1,0,0,0,0,1,0
5223,42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,718,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,556,2,-1,0,0,0,0,1,0
5224,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1995,1,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,48,2,-1,0,0,0,0,1,0
5225,51,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,1,0,0,0,0,0,0,273,4,-1,0,0,0,0,1,0
5226,33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,140,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,227,1,-1,0,0,0,0,1,0
5227,33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,78,3,-1,0,0,0,0,1,0
5228,42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,624,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,75,5,-1,0,0,0,0,1,0
5229,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,105,1,0,0,0,1,26,0,0,0,0,0,0,0,0,1,0,0,0,239,3,-1,0,0,0,0,1,0
5230,43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2519,1,0,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,257,2,146,9,0,1,0,0,0
5231,54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,255,2,-1,0,0,0,0,1,0
5232,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,125,1,0,0,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,355,1,-1,0,0,0,0,1,0
5233,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,185,1,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,471,3,-1,0,0,0,0,1,0
5234,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,360,1,0,0,0,1,21,0,0,0,0,0,0,0,0,1,0,0,0,66,2,-1,0,0,0,0,1,0
5235,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4082,1,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,322,2,-1,0,0,0,0,1,0
5236,46,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,926,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,463,1,133,3,1,0,0,0,0
5237,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1354,1,1,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,239,2,-1,0,0,0,0,1,0
5238,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,10,1,1,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,167,1,-1,0,0,0,0,1,0
5239,76,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,19,0,1,0,0,0,0,0,0,0,0,0,0,170,1,-1,0,0,0,0,1,0
5240,53,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,943,1,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,314,2,-1,0,0,0,0,1,0
5241,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,233,1,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,193,1,-1,0,0,0,0,1,0
5242,58,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1507,1,1,1,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,255,6,189,1,0,1,0,0,0
5243,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-257,1,0,1,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,160,1,368,4,1,0,0,0,0
5244,46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1698,1,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,90,1,-1,0,0,0,0,1,0
5245,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,298,1,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,220,2,-1,0,0,0,0,1,0
5246,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,22,0,0,1,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,122,5,-1,0,0,0,0,1,0
5247,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,454,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,267,2,-1,0,0,0,0,1,0
5248,43,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,1,0,1,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,89,5,401,1,1,0,0,0,0
5249,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,681,0,1,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,137,1,-1,0,0,0,0,1,0
5250,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,685,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,105,1,96,2,1,0,0,0,0
5251,36,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,107,1,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,146,1,-1,0,0,0,0,1,0
5252,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,50,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,173,1,258,2,1,0,0,0,0
5253,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,197,2,-1,0,0,0,0,1,0
5254,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5717,0,0,1,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,70,2,-1,0,0,0,0,1,0
5255,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,335,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,140,3,-1,0,0,0,0,1,0
5256,35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,103,1,0,1,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,304,1,-1,0,0,0,0,1,0
5257,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1209,0,0,1,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,283,1,-1,0,0,0,0,1,0
5258,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,1,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,158,1,-1,0,0,0,0,1,0
5259,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1124,0,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,26,1,-1,0,0,0,0,1,0
5260,35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1250,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,361,1,136,1,0,1,0,0,0
5261,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2000,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,226,2,-1,0,0,0,0,1,0
5262,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1144,0,0,1,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,197,13,-1,0,0,0,0,1,0
5263,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,449,0,0,1,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,106,3,-1,0,0,0,0,1,0
5264,42,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,100,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,126,1,-1,0,0,0,0,1,0
5265,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-15,0,0,0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,326,3,350,2,1,0,0,0,0
5266,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,573,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,138,2,-1,0,0,0,0,1,0
5267,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,326,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,124,1,175,1,1,0,0,0,0
5268,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,365,1,0,1,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,76,3,-1,0,0,0,0,1,0
5269,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,966,1,1,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,186,1,-1,0,0,0,0,1,0
5270,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10483,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,218,1,-1,0,0,0,0,1,0
5271,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1379,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,370,1,-1,0,0,0,0,1,0
5272,31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,47,1,-1,0,0,0,0,1,0
5273,36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1023,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,184,2,-1,0,0,0,0,1,0
5274,52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,337,1,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,247,1,261,4,1,0,0,0,0
5275,43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10273,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,359,2,-1,0,0,0,0,1,0
5276,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1150,1,0,0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,109,2,-1,0,0,0,0,1,0
5277,38,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,868,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,452,2,-1,0,0,0,0,1,0
5278,56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,283,1,1,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,89,3,341,2,1,0,0,0,0
5279,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,95,1,0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,114,4,364,22,0,1,0,0,0
5280,31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2994,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,182,1,229,2,1,0,0,0,0
5281,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,884,1,1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,113,2,149,3,1,0,0,0,0
5282,37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,129,4,107,2,1,0,0,0,0
5283,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,304,0,0,1,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,293,2,160,2,0,1,0,0,0
5284,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,567,1,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,275,2,342,4,0,1,0,0,0
5285,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4574,1,0,0,0,1,16,0,0,0,0,0,0,0,0,1,0,0,0,217,2,-1,0,0,0,0,1,0
5286,33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-675,1,0,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,245,2,-1,0,0,0,0,1,0
5287,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,538,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,114,3,-1,0,0,0,0,1,0
5288,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1175,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,228,1,-1,0,0,0,0,1,0
5289,58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,916,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,244,4,-1,0,0,0,0,1,0
5290,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1328,0,0,1,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,1241,2,-1,0,0,0,0,1,0
5291,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,113,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,474,3,-1,0,0,0,0,1,0
5292,52,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3175,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,165,1,-1,0,0,0,0,1,0
5293,58,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,8136,1,0,1,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,314,3,-1,0,0,0,0,1,0
5294,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,261,1,0,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,611,3,-1,0,0,0,0,1,0
5295,43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4998,1,0,0,0,1,14,0,0,0,0,0,0,0,0,1,0,0,0,93,4,-1,0,0,0,0,1,0
5296,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,548,1,1,0,0,1,30,0,0,0,0,0,0,0,0,1,0,0,0,324,1,-1,0,0,0,0,1,0
5297,32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,23,1,0,0,0,1,16,0,0,0,0,0,0,0,0,1,0,0,0,77,1,-1,0,0,0,0,1,0
5298,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,44,1,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,153,1,-1,0,0,0,0,1,0
5299,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,600,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,272,1,-1,0,0,0,0,1,0
5300,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,377,0,0,1,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,91,1,-1,0,0,0,0,1,0
5301,45,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,23,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,62,4,-1,0,0,0,0,1,0
5302,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6141,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,145,1,-1,0,0,0,0,1,0
5303,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,55,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,207,1,-1,0,0,0,0,1,0
5304,45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,644,1,0,0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,422,2,-1,0,0,0,0,1,0
5305,52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1386,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,100,1,-1,0,0,0,0,1,0
5306,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,887,1,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,722,1,-1,0,0,0,0,1,0
5307,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,128,1,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,264,2,-1,0,0,0,0,1,0
5308,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,203,1,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,134,1,170,5,1,0,0,0,0
5309,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3524,1,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,0,492,6,-1,0,0,0,0,1,0
5310,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1736,0,1,0,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,66,1,-1,0,0,0,0,1,0
5311,58,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5431,1,1,1,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,327,3,374,1,1,0,0,0,0
5312,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,154,0,1,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,75,1,-1,0,0,0,0,1,0
5313,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,405,1,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,0,134,3,-1,0,0,0,0,1,0
5314,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1864,1,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,10,1,-1,0,0,0,0,1,0
5315,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,200,1,0,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,353,6,373,2,1,0,0,0,0
5316,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,303,1,1,1,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,85,9,-1,0,0,0,0,1,0
5317,38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,113,1,0,0,0,1,16,0,0,0,0,0,0,0,0,1,0,0,0,27,2,-1,0,0,0,0,1,0
5318,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,64,4,-1,0,0,0,0,1,0
5319,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,52,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,71,1,-1,0,0,0,0,1,0
5320,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-133,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,355,2,-1,0,0,0,0,1,0
5321,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-495,0,1,1,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,303,2,-1,0,0,0,0,1,0
5322,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,182,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,182,2,95,11,1,0,0,0,0
5323,49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,550,7,-1,0,0,0,0,1,0
5324,55,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,27,0,0,0,0,0,0,1,0,0,0,0,0,392,4,-1,0,0,0,0,1,0
5325,52,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,105,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,96,1,-1,0,0,0,0,1,0
5326,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2751,1,0,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,185,1,-1,0,0,0,0,1,0
5327,59,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,413,1,1,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,109,5,-1,0,0,0,0,1,0
5328,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1170,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,120,2,-1,0,0,0,0,1,0
5329,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2859,1,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,105,1,-1,0,0,0,0,1,0
5330,44,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,122,0,0,1,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,68,2,-1,0,0,0,0,1,0
