id,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,package,promotion_last_5years,division,salary,satisfaction_level
2782,0.84,4,187.66,3,0,a,0,hr,low,0.715
9903,0.87,4,264.99,2,0,a,0,support,low,0.728
14642,0.56,2,160.54,3,0,b,0,support,low,0.408
6178,0.89,3,142.39,2,1,e,0,RandD,low,0.869
13473,0.67,3,192.16,10,0,c,0,IT,medium,0.974
11839,0.63,4,160.97,2,0,c,0,IT,medium,0.489
12254,0.92,2,258.03,5,0,b,0,sales,low,0.598
12600,0.98,5,260.03,6,0,b,0,product_mng,low,0.777
6546,0.65,3,186.52,2,0,a,0,management,high,0.85
14834,0.52,2,147.05,3,0,b,0,sales,medium,0.359
6775,0.64,5,227.41,2,0,e,0,technical,low,0.909
10940,0.84,3,272.18,3,1,a,1,sales,medium,0.957
3959,0.75,5,171.33,3,1,a,0,product_mng,medium,0.811
943,1,5,237.59,5,0,b,0,accounting,low,0.815
5709,0.58,3,211.47,3,0,a,0,management,medium,0.83
6851,0.56,3,229.77,3,0,c,0,technical,low,0.491
3354,0.9,4,209.24,2,0,e,0,RandD,medium,0.936
12064,0.94,6,287.31,4,0,d,0,IT,medium,0.112
2109,0.92,4,200.97,3,1,e,0,support,low,0.985
2982,0.71,3,182.07,2,0,a,0,technical,low,0.634
11215,0.84,3,261.34,8,0,a,1,accounting,low,0.528
12858,0.69,4,163.8,3,0,a,0,technical,low,0.574
9126,0.91,4,152.54,3,0,e,0,technical,low,0.645
2712,0.84,5,263.84,3,0,e,0,technical,medium,0.919
874,0.72,7,285.13,5,0,b,0,technical,low,0.142
2884,0.78,2,251.87,6,0,a,0,technical,medium,0.75
208,0.5,2,129.53,3,0,b,0,support,low,0.44
583,0.56,2,146.72,3,0,d,0,support,medium,0.436
12860,0.65,4,163.88,3,0,c,0,technical,low,0.621
12165,0.84,7,297.77,4,0,d,0,sales,low,0.105
11131,0.97,6,267.97,6,0,e,0,hr,medium,0.184
2061,0.64,4,148.57,3,0,a,0,sales,high,0.818
7975,0.6,4,193.33,5,0,e,0,technical,high,0.919
12491,0.51,2,151.94,3,0,d,0,hr,medium,0.398
9383,0.63,5,266.39,3,0,e,0,RandD,medium,0.407
11372,0.74,3,185.85,3,0,e,0,sales,medium,0.973
2050,0.84,5,228.5,3,0,c,0,product_mng,medium,0.572
4406,0.4,4,163.19,2,0,a,0,support,low,0.365
10818,0.49,4,151.12,3,0,e,0,technical,medium,0.623
2839,0.56,3,190.18,2,0,c,0,sales,medium,0.761
11725,0.64,6,287.14,7,0,c,1,sales,medium,0.152
14514,0.55,2,128.19,3,0,b,0,RandD,medium,0.372
928,0.91,5,261.31,6,0,b,0,sales,medium,0.772
3625,0.9,3,245.63,3,1,c,0,technical,low,0.596
13429,0.85,3,261.3,8,1,c,1,hr,medium,0.948
13072,0.61,6,260.12,3,0,c,0,sales,medium,0.128
11196,0.7,2,275.92,10,0,a,0,sales,high,0.216
602,0.84,7,250.27,4,0,d,0,product_mng,low,0.099
14902,0.46,2,159.31,3,0,d,0,hr,high,0.444
6328,0.76,5,270.32,2,0,a,0,IT,medium,0.603
10452,0.63,3,199.7,3,0,a,0,RandD,low,0.77
4849,0.86,4,180.15,3,0,c,0,technical,medium,0.739
6696,0.89,4,162.61,3,0,a,0,technical,low,0.773
9876,0.6,4,272.55,3,0,a,0,accounting,low,0.926
4561,0.58,4,139.38,3,0,e,0,technical,low,0.986
6141,0.59,5,179.19,2,0,e,0,technical,medium,0.845
7176,0.69,4,150.25,3,0,a,0,marketing,medium,0.835
10607,0.59,3,117.98,3,1,a,0,RandD,medium,0.748
7868,0.73,2,174.74,2,0,a,0,marketing,low,0.33
57,0.81,6,308.09,4,0,b,0,technical,low,0.099
271,0.84,6,251.44,4,0,d,0,technical,medium,0.109
2196,0.87,3,260.25,2,0,c,0,management,low,0.707
11474,0.66,3,157.98,4,0,c,0,product_mng,medium,0.763
547,0.5,2,143.91,3,0,d,0,sales,low,0.375
13790,0.99,3,224.68,10,0,a,0,marketing,low,0.535
10712,0.64,3,167.55,2,0,c,0,accounting,medium,0.951
936,0.95,7,302.88,4,0,d,0,sales,low,0.092
11014,0.89,3,190.91,6,0,e,0,marketing,medium,0.522
7001,0.81,3,215.29,3,0,e,0,support,medium,0.625
4357,0.92,5,237.08,2,0,c,0,management,low,0.581
2422,0.68,5,227.03,4,0,a,0,technical,low,0.611
8474,0.65,4,276.03,6,0,a,0,marketing,high,0.211
4041,0.77,3,165.35,6,0,e,0,RandD,medium,0.286
7778,0.56,4,241.59,5,0,c,0,IT,low,0.894
6509,0.95,3,275.28,3,1,e,0,sales,medium,0.998
2018,0.92,4,165.47,5,0,c,0,hr,medium,0.893
3786,0.71,3,119.14,3,0,c,0,support,low,0.367
453,0.55,2,146.35,3,0,d,0,RandD,medium,0.376
9375,0.5,3,231.19,3,0,e,0,IT,high,0.615
1212,0.82,5,263.42,5,0,d,0,product_mng,low,0.743
4258,0.8,4,198.02,3,1,e,0,technical,low,0.783
13058,0.91,2,239.78,2,1,e,0,sales,low,0.93
13778,0.81,4,184.49,8,0,a,0,IT,low,0.615
5981,0.59,3,233.39,3,1,e,0,sales,medium,0.838
14195,0.61,4,187.35,4,1,c,0,sales,medium,0.515
7074,0.57,5,143.51,2,0,a,0,support,medium,0.931
7249,0.55,5,260.54,5,0,c,0,RandD,medium,0.463
8477,0.52,5,139.62,3,0,e,0,support,low,0.597
4232,0.91,3,190.11,3,1,a,0,hr,medium,0.831
2423,0.58,3,152,2,0,a,0,technical,low,0.857
9055,0.88,5,135.14,2,1,a,0,support,low,0.726
5482,0.57,3,194.28,3,1,a,0,IT,medium,0.415
1537,0.58,2,153.4,3,0,b,0,sales,low,0.405
12128,0.82,6,252.83,4,0,b,0,support,low,0.088
10336,0.7,5,273.81,3,1,a,0,hr,low,0.856
9396,0.39,6,216.17,5,0,e,0,sales,medium,0.466
7120,0.95,3,274.58,4,0,a,0,sales,low,0.561
10454,0.93,4,251.98,4,1,a,0,RandD,low,0.54
1570,0.48,2,139.04,3,0,d,0,technical,low,0.399
7901,0.54,3,232.85,3,0,e,0,technical,medium,0.87
6551,0.71,3,238.21,3,0,e,0,IT,low,0.676
4847,0.58,3,149.6,3,1,e,0,technical,low,0.782
10923,0.81,4,187.99,3,1,e,0,marketing,low,0.563
2704,0.5,5,246.32,2,0,a,0,hr,low,0.629
10650,0.69,3,164.09,3,0,c,0,technical,low,0.584
7790,0.65,3,186.14,2,0,a,0,marketing,low,0.287
5921,0.95,5,273.92,2,0,a,0,technical,low,0.783
2913,0.74,3,139.57,3,0,a,0,sales,medium,0.832
2843,0.95,5,137.82,3,0,c,0,sales,medium,0.5
12107,0.5,2,148.69,3,0,b,0,accounting,medium,0.446
13641,0.7,3,149.85,3,0,e,0,support,low,0.667
7921,0.71,4,223.75,2,0,a,0,IT,low,0.84
13953,0.61,4,144.12,8,0,c,0,sales,low,0.917
13862,0.77,5,234.27,7,0,e,0,sales,medium,0.607
8793,0.91,3,207.45,3,0,c,0,sales,low,0.645
2241,1,5,163.4,3,0,c,0,accounting,low,0.954
12550,0.96,6,298.11,4,0,b,0,sales,low,0.112
3277,0.59,3,215.27,3,0,a,0,RandD,medium,0.863
2532,0.88,4,195.38,3,0,c,0,sales,medium,0.748
1342,0.55,2,129.98,3,0,b,0,technical,low,0.355
12866,0.85,5,169.22,2,0,a,0,support,low,0.955
14583,0.49,2,142.42,3,0,d,0,product_mng,medium,0.383
11575,0.68,3,195.93,7,0,c,0,management,high,0.486
642,0.95,5,236.43,5,0,b,0,hr,low,0.738
4480,0.86,5,213.43,2,0,e,0,support,low,0.504
8264,0.73,3,236.36,3,1,c,0,sales,medium,0.845
6103,0.81,3,222.97,3,0,c,0,RandD,medium,0.99
10486,0.65,3,146.66,2,0,e,0,accounting,low,0.729
592,0.8,6,264.46,4,0,d,0,technical,low,0.102
13188,0.61,4,172.73,6,0,e,0,IT,medium,0.162
8038,0.58,4,184.95,3,0,e,0,sales,low,0.863
4279,0.62,4,198.17,3,0,c,0,technical,low,0.757
10083,0.62,5,183.79,4,0,e,0,marketing,medium,0.55
10604,0.67,3,236.93,3,1,e,0,RandD,low,0.799
7919,0.99,3,177.32,2,0,c,0,technical,medium,0.797
2622,0.51,2,119.32,4,0,e,0,accounting,low,0.837
10914,0.64,4,253.25,3,0,e,0,RandD,low,0.933
9685,0.47,5,187.87,4,0,c,0,product_mng,medium,0.565
6680,0.72,4,258.45,3,0,e,0,technical,medium,0.779
6950,0.61,3,231.55,2,0,c,0,support,medium,0.741
1536,0.84,7,262.5,4,0,d,0,sales,low,0.088
8984,0.87,3,207.43,2,0,e,0,support,low,0.817
12888,0.38,2,120.35,2,0,c,0,product_mng,high,0.521
7624,0.49,4,160.67,3,0,c,0,product_mng,low,0.853
11399,0.98,4,258.99,2,0,c,0,sales,medium,0.51
3616,0.67,4,181.7,3,0,a,0,accounting,medium,0.699
8997,0.72,3,182.55,2,1,e,0,product_mng,medium,0.497
7294,0.58,5,138.56,3,0,c,0,technical,medium,0.772
6030,0.82,2,279.27,3,1,a,0,marketing,low,0.533
9072,0.82,4,215.69,4,0,a,0,product_mng,medium,0.629
3804,0.57,4,172.03,3,0,e,0,product_mng,high,0.732
9521,0.85,5,254.3,3,1,c,0,technical,low,0.802
8719,0.59,6,121.79,5,0,c,0,sales,low,0.727
9026,0.7,3,161.31,3,0,a,0,sales,low,0.726
4744,0.68,4,244.76,3,0,e,0,sales,low,0.609
5503,0.63,4,206.9,4,0,e,0,marketing,medium,0.561
13212,0.59,3,138.83,3,0,c,0,RandD,low,0.693
8763,0.62,4,257,2,0,e,0,IT,medium,0.985
143,0.46,2,153.64,3,0,d,0,product_mng,low,0.369
5060,0.53,5,257.38,2,0,c,1,sales,medium,0.938
5673,0.87,4,163.4,3,0,e,0,sales,high,0.756
312,0.54,2,139.71,3,0,d,0,marketing,low,0.403
9070,0.83,3,152.93,3,0,a,0,IT,low,0.897
2987,0.57,4,207.04,3,0,a,0,sales,medium,0.55
14954,0.53,2,145.64,3,0,d,0,sales,low,0.381
3098,0.41,3,119.66,6,0,a,0,technical,low,0.436
9477,0.48,4,177.57,4,1,e,0,sales,low,0.181
2773,0.57,4,248.55,2,1,c,0,sales,low,0.627
11718,0.85,4,182.45,3,1,c,0,sales,high,0.631
9871,0.62,4,163.41,2,0,e,0,sales,low,0.527
6909,0.47,4,192.31,3,0,c,0,technical,medium,0.468
12320,0.55,2,154.9,3,1,b,0,sales,low,0.414
9212,0.59,5,209.97,4,1,a,0,support,medium,0.149
14363,0.53,2,144.54,3,0,d,0,marketing,low,0.369
6895,0.91,4,130.36,3,1,a,0,sales,medium,0.691
9547,0.73,5,167.64,3,0,a,0,marketing,medium,0.715
751,0.45,2,138.83,3,0,b,1,IT,low,0.449
8365,0.81,3,197.76,3,0,c,0,technical,medium,0.945
13567,0.69,4,223.56,3,0,a,0,sales,low,0.525
10394,0.57,4,208.26,2,1,e,0,sales,medium,0.691
3747,0.53,5,226.5,4,0,a,0,sales,low,0.964
8664,0.86,5,246.77,2,0,e,0,technical,low,0.498
11709,0.86,5,237.98,3,0,c,0,management,high,0.77
10254,0.58,3,241.77,3,1,c,0,sales,medium,0.779
14959,0.99,2,156.34,5,0,b,0,sales,low,0.592
13424,0.95,5,175.94,6,0,c,1,accounting,medium,0.937
9385,0.56,5,171.84,5,0,a,0,RandD,medium,0.234
6430,0.62,3,139.97,3,0,c,0,sales,medium,0.63
7097,0.95,3,191.81,4,0,c,0,RandD,medium,0.576
10993,0.7,4,162.01,4,0,e,0,IT,low,0.806
6795,0.77,3,181.1,2,0,a,0,accounting,high,0.578
5065,0.67,4,194.35,4,0,e,0,accounting,low,0.973
6299,0.72,3,260.99,2,0,c,0,technical,medium,0.831
7264,0.94,4,143.48,4,0,e,0,sales,medium,0.228
14971,0.45,2,141.66,3,0,d,0,sales,medium,0.384
7075,0.46,6,157.69,2,1,e,0,support,medium,0.302
9945,0.49,5,192.47,2,0,e,0,sales,low,0.636
4099,0.86,4,273.56,2,0,e,0,support,medium,0.496
11007,0.67,2,191.27,8,0,e,0,marketing,medium,0.496
13348,0.56,4,191.47,3,0,a,0,technical,high,0.63
6867,0.8,3,182.37,2,1,c,0,RandD,medium,0.808
5538,0.57,3,222.41,3,0,a,0,technical,low,0.985
9101,0.94,3,222.61,2,0,e,0,sales,low,0.633
11083,0.62,4,144.98,8,0,a,0,management,medium,0.652
14593,0.48,2,143.03,3,0,b,0,marketing,medium,0.449
7157,0.75,3,167.95,2,0,a,0,technical,low,0.883
9496,0.93,6,200.54,4,0,a,0,hr,medium,0.252
9537,0.98,4,190.68,3,0,c,0,RandD,medium,0.935
9695,0.58,4,219.8,5,0,a,0,marketing,medium,0.314
7234,0.6,4,142.41,3,0,a,0,technical,low,0.494
11860,0.9,5,160.06,3,0,e,0,sales,low,0.767
11260,0.6,4,275.33,10,1,a,0,management,medium,0.738
4763,0.59,5,246.04,5,0,a,0,hr,low,0.228
5779,0.65,5,242.1,3,1,c,0,support,medium,0.574
3935,0.57,3,267.73,2,0,c,0,technical,medium,0.558
1208,0.79,7,284.84,4,0,d,0,IT,medium,0.09
12264,0.5,2,140.9,3,0,b,0,hr,medium,0.414
8606,0.49,3,279,4,0,a,0,support,low,0.904
12377,0.57,2,158.88,3,0,d,0,accounting,medium,0.442
8536,0.58,3,149.92,3,0,e,0,IT,medium,0.53
7278,0.64,5,193.99,2,0,e,0,sales,low,0.501
14153,0.75,3,274.17,10,0,c,0,sales,medium,0.882
8605,0.43,3,97.27,3,0,e,0,support,low,0.48
5176,0.72,4,192.59,3,0,e,0,IT,low,0.793
7623,0.9,3,134.39,3,0,e,0,product_mng,low,0.515
5117,0.56,5,253.24,2,1,c,1,management,medium,0.807
2360,0.62,4,143.14,6,0,a,0,RandD,low,0.188
8776,0.72,4,254.03,4,0,c,0,RandD,high,0.638
9194,0.77,4,267.46,2,0,c,0,technical,low,0.705
620,0.75,3,270.68,2,0,b,0,sales,medium,0.801
6174,0.99,4,134.75,3,0,e,0,product_mng,medium,0.836
3213,0.88,5,233.35,3,0,e,0,marketing,low,0.986
5791,0.88,3,236.65,2,0,a,0,IT,low,0.485
8947,0.73,3,117.22,6,0,e,0,sales,high,0.417
1066,0.48,2,130.53,3,0,b,0,marketing,low,0.428
12189,0.51,2,157.92,3,0,d,0,technical,high,0.433
12255,0.45,2,158.55,3,0,b,0,sales,medium,0.446
8308,0.68,4,191.2,2,0,e,0,IT,high,0.626
5317,1,3,138.25,2,0,a,0,support,medium,0.983
8848,0.71,4,272.36,3,0,c,0,IT,medium,0.538
1710,0.97,6,255.18,4,0,d,0,accounting,high,0.113
8378,0.69,4,208.78,2,0,a,0,technical,medium,0.595
9042,0.58,4,249.79,5,0,e,0,technical,medium,0.823
6732,0.72,5,155.96,3,0,a,0,sales,low,0.915
12825,0.91,3,195.88,2,0,c,0,marketing,medium,0.895
5310,0.87,5,247.6,2,0,e,0,technical,low,0.64
9148,0.55,2,154.12,2,0,a,0,product_mng,medium,0.567
3163,0.96,5,173.99,2,0,e,0,hr,low,0.651
1662,0.83,5,270.33,6,0,b,0,technical,medium,0.817
7699,0.8,3,238.16,4,0,c,0,product_mng,low,0.493
7202,0.75,4,224.32,3,0,a,0,sales,low,0.822
4328,0.79,4,214.49,3,0,c,0,support,low,0.887
14644,0.84,4,266.54,6,0,d,0,support,low,0.868
5271,0.92,3,188.82,2,0,c,0,marketing,low,0.939
5771,0.59,5,249.16,3,0,e,0,technical,low,0.532
8327,0.64,4,145.16,2,0,c,0,marketing,low,0.466
14343,1,5,223.1,5,0,d,0,support,low,0.899
4593,0.57,4,238.14,2,0,c,0,sales,high,0.803
6566,0.81,4,258.64,3,0,a,0,technical,medium,0.909
12492,0.83,6,246.14,4,0,d,0,hr,medium,0.11
5783,1,5,151.65,3,0,c,0,technical,medium,0.969
12791,0.49,4,277.29,4,0,c,0,support,low,0.816
7573,0.75,4,224.68,5,0,a,0,sales,low,0.943
5033,0.58,2,198.75,2,0,a,1,RandD,medium,0.354
11442,0.8,4,190.21,3,0,c,0,sales,medium,0.594
5161,0.49,4,142.17,3,0,a,0,support,medium,0.849
455,0.53,2,127.36,3,0,d,0,RandD,medium,0.435
10496,1,3,243.47,4,0,a,0,technical,low,0.582
10373,0.53,2,276.25,3,0,a,0,product_mng,low,0.842
2931,0.73,4,208.63,5,0,c,0,accounting,low,0.416
567,0.97,6,283.88,4,0,b,0,hr,medium,0.099
11848,0.7,3,251.75,3,0,e,0,accounting,low,0.821
3449,0.38,5,156.33,3,0,e,0,sales,low,0.992
3445,0.73,4,194.1,2,0,c,0,sales,low,0.733
11265,0.75,3,141.96,2,0,e,0,product_mng,low,0.173
9201,0.89,4,152.57,3,0,c,0,technical,low,0.996
1044,0.94,3,179.65,2,0,d,0,support,medium,0.637
4123,0.57,3,137.94,4,1,c,0,sales,high,0.649
648,0.54,2,131.32,3,0,b,0,technical,medium,0.445
12473,0.55,2,150.04,3,0,d,0,sales,low,0.419
10805,0.36,2,219.22,2,0,e,0,technical,low,0.43
11703,0.61,3,216.69,2,1,a,0,product_mng,low,0.592
14052,0.59,2,113.64,2,0,c,0,management,high,0.573
5757,0.52,4,212.46,4,0,a,0,hr,low,0.369
7494,0.87,3,178.61,4,0,e,0,sales,high,0.668
12579,0.55,2,158.55,3,0,b,0,technical,high,0.393
2393,0.4,4,212.08,2,1,e,0,accounting,low,0.324
12078,0.56,2,159.22,3,0,b,0,sales,low,0.435
12145,0.46,2,151.02,3,0,b,0,product_mng,low,0.411
8303,0.48,3,225.11,3,0,a,0,technical,medium,0.91
4979,0.36,4,96.25,4,0,c,0,sales,medium,0.664
6449,0.99,3,189.14,5,0,e,0,technical,high,0.877
1755,0.76,2,158.64,4,0,d,0,RandD,low,0.634
1102,0.46,2,131.66,3,0,d,0,technical,low,0.427
3353,0.92,4,197.55,2,0,e,0,RandD,medium,0.578
7281,0.99,4,147.82,3,0,a,0,accounting,low,0.908
11433,0.89,6,249.74,2,0,e,0,marketing,medium,0.743
7327,0.77,4,244.41,4,0,e,0,RandD,medium,0.607
11662,0.7,3,163.05,8,0,e,0,RandD,high,0.707
6559,0.67,6,176.06,5,0,c,0,RandD,medium,0.215
13951,0.63,5,225.09,8,1,a,0,sales,low,0.918
7299,0.78,5,265.69,3,1,c,0,support,high,0.525
7567,0.72,3,153.33,2,1,e,0,sales,medium,0.94
14417,0.99,5,228.37,5,0,d,0,support,low,0.774
7410,0.81,4,230.21,5,0,e,0,marketing,medium,0.204
693,0.83,6,279.64,4,0,b,0,marketing,medium,0.098
10164,0.8,3,156.7,3,0,a,0,sales,medium,0.518
9296,0.8,4,155.45,3,0,e,0,IT,medium,0.725
3316,0.89,3,241.68,3,0,e,0,hr,low,0.677
10168,0.66,4,176.63,3,0,a,0,sales,high,0.893
14412,0.5,2,137.65,3,0,b,0,support,low,0.39
11673,0.59,3,188.45,3,0,a,0,marketing,high,0.934
8229,0.55,3,231.71,2,0,e,0,IT,high,0.646
10191,0.5,4,172.78,2,0,a,0,technical,low,0.629
14513,0.77,7,249.17,5,0,b,0,RandD,medium,0.098
12249,0.84,6,298.76,4,0,b,0,sales,low,0.115
4742,0.74,4,166.05,2,1,a,0,sales,medium,0.49
13919,0.76,6,155.05,2,0,c,0,management,high,0.431
12669,0.61,3,154.34,5,0,d,0,technical,low,0.72
8269,0.66,4,273.26,4,0,a,0,sales,low,0.871
5134,0.91,3,197.09,3,0,e,0,sales,medium,0.62
4066,0.51,5,239.78,2,0,a,0,sales,low,0.94
11668,0.73,3,147.2,10,1,e,0,support,high,0.616
4869,0.54,4,198.66,3,0,c,0,IT,low,0.71
10216,0.98,4,259.41,3,0,e,0,IT,low,0.988
4984,0.8,4,182.92,3,0,e,0,sales,low,0.901
14467,0.82,6,267.74,4,1,b,0,sales,medium,0.11
6479,0.75,4,112.91,4,1,e,0,product_mng,medium,0.734
14431,0.83,6,286.11,4,0,d,0,product_mng,low,0.099
8425,0.74,4,173.98,3,0,e,0,accounting,low,0.593
10827,0.99,3,253,2,0,c,0,product_mng,high,0.648
7828,0.78,2,262.85,3,1,c,0,technical,medium,0.753
1678,0.89,5,276.12,5,0,d,0,RandD,low,0.752
5998,0.51,6,163.67,6,0,e,0,technical,low,0.609
3833,0.81,5,213.84,2,0,e,0,sales,low,0.811
13008,0.86,3,201.97,4,0,e,0,technical,medium,0.73
14286,0.79,7,306.72,4,0,d,0,product_mng,medium,0.102
9394,0.84,3,151.03,2,0,e,0,marketing,low,0.514
3393,0.53,3,186.9,2,0,a,0,technical,low,0.708
12401,0.91,4,246.56,5,0,d,0,sales,low,0.762
4347,0.51,4,254.93,6,0,a,0,RandD,medium,0.143
1326,0.76,6,275.25,4,0,b,0,accounting,low,0.101
12371,0.51,2,138.12,3,0,d,0,IT,low,0.36
7464,0.72,3,113.76,3,1,a,0,management,medium,0.588
3220,0.59,3,273.75,3,0,a,0,sales,medium,0.74
14192,0.88,4,202.38,8,0,e,0,sales,medium,0.487
2670,0.73,4,275.09,2,0,e,0,RandD,low,0.747
7150,0.9,3,226.31,3,0,e,0,support,medium,0.707
1308,0.93,6,266.78,4,0,b,0,sales,medium,0.086
4464,0.65,5,202.11,2,0,c,0,technical,medium,0.608
14492,0.56,3,301.46,3,0,d,0,support,low,0.271
7696,0.94,4,234.14,3,0,c,0,IT,low,0.884
11690,0.47,4,221.72,3,1,c,0,support,low,0.824
10670,0.5,3,168.38,3,0,a,0,IT,medium,0.579
14719,0.56,2,158.02,3,0,d,0,support,low,0.379
13755,0.82,4,199.02,7,0,a,0,sales,medium,0.873
4825,0.52,4,162.6,3,0,a,0,sales,medium,0.941
9248,0.93,2,270.37,3,0,a,0,sales,low,0.525
5408,0.68,2,160.79,2,0,c,0,product_mng,low,0.365
1132,0.87,4,153.32,4,0,d,0,product_mng,low,0.769
4306,0.5,3,219.12,2,0,e,0,hr,medium,0.651
1538,0.54,2,135.47,3,0,b,0,sales,low,0.409
10438,0.52,2,134.36,4,0,a,0,technical,medium,0.53
7891,0.77,4,166.52,2,0,a,0,hr,low,0.568
5362,0.47,4,146.04,3,1,c,0,sales,medium,0.409
11896,1,3,142.98,4,0,a,0,sales,low,0.714
11204,0.51,3,242.97,3,0,a,0,sales,medium,0.944
11856,0.91,4,269.16,3,0,c,0,sales,low,0.81
1163,0.99,5,242.26,5,0,d,0,sales,medium,0.793
11962,0.64,2,103.46,7,0,e,0,product_mng,low,0.922
12841,0.71,4,152.49,4,0,a,0,sales,medium,0.953
3744,0.8,5,257.13,3,0,c,0,marketing,medium,0.891
12935,0.62,3,153.95,6,0,c,0,technical,low,0.816
4241,0.48,3,138.78,2,1,a,0,technical,medium,0.758
6224,0.96,4,180.18,3,0,e,0,technical,low,0.795
3225,0.75,3,183.7,3,0,a,0,sales,medium,0.85
14465,0.92,2,261.11,5,0,b,0,sales,low,0.603
11046,0.9,3,155.06,3,0,a,0,technical,medium,0.953
7417,0.37,6,213.37,6,0,c,0,sales,high,0.201
8803,0.48,4,220.47,4,1,e,0,sales,medium,0.606
3591,0.76,5,203.96,3,0,e,0,management,low,1
6498,0.75,5,234.86,3,1,e,0,sales,low,0.604
2599,0.89,5,179.66,3,0,c,0,management,medium,0.486
2718,0.75,5,142.88,5,0,c,0,support,medium,0.556
1438,0.88,7,285.52,4,0,b,0,IT,low,0.097
13788,0.78,4,262.32,3,0,c,0,management,high,0.55
4931,0.93,5,233.14,3,0,e,0,support,medium,0.506
4645,0.58,4,273.72,4,0,c,0,IT,medium,0.85
6445,0.52,5,137.19,3,1,a,0,technical,medium,0.5
12186,0.85,6,299.52,4,0,d,0,hr,medium,0.095
14148,0.73,3,232.59,7,0,c,1,management,high,0.819
6658,0.67,3,153.52,2,0,c,0,sales,low,0.953
14089,0.66,3,238.73,2,0,e,0,management,medium,0.682
2574,0.67,2,242.66,6,0,c,0,technical,low,0.255
14137,0.53,6,169.65,3,0,a,0,sales,low,0.785
6748,0.74,4,140.21,3,0,e,0,hr,medium,0.989
3831,0.71,4,151.9,2,1,c,0,sales,low,0.939
7160,0.53,3,136.94,2,0,e,0,management,low,0.46
2023,0.42,4,175.55,3,0,c,0,technical,low,1
11012,0.75,5,244.95,6,0,e,0,management,medium,0.947
10593,0.66,4,153.29,3,0,a,0,IT,high,0.611
5659,0.83,5,272.62,3,0,c,0,sales,high,0.939
8961,0.77,3,248.23,3,0,a,0,hr,medium,0.973
8552,0.55,4,151.79,3,0,e,0,accounting,low,0.199
5387,0.86,4,268.12,2,0,e,0,technical,low,0.651
11837,0.94,3,159.84,2,0,e,0,product_mng,medium,0.698
8810,0.63,3,236.74,3,0,e,0,hr,medium,0.643
14877,1,5,243.65,5,0,d,0,sales,low,0.832
11049,0.83,4,252.11,2,0,a,0,technical,medium,0.654
5561,0.97,4,100.85,3,0,a,0,IT,high,0.28
8085,0.39,3,99.6,3,1,e,0,RandD,low,0.327
8284,0.94,3,151.86,2,0,a,0,technical,medium,0.641
12446,0.46,2,143.74,3,0,b,0,IT,low,0.441
6650,0.84,3,208.64,5,0,a,0,sales,low,0.233
4448,0.74,3,105.07,5,0,e,0,sales,low,0.975
13532,0.68,2,158.98,3,1,e,0,support,medium,0.789
10595,0.93,5,198.38,3,0,a,0,IT,medium,0.548
304,0.87,5,257.18,5,0,d,0,RandD,medium,0.888
7136,0.87,6,231.22,3,0,c,0,technical,medium,0.301
8400,0.37,5,102.42,4,1,c,0,support,low,0.84
2381,0.54,4,205.2,5,1,a,0,sales,low,0.158
14416,0.51,2,154.17,3,0,b,0,support,low,0.386
2677,0.59,3,191.32,4,0,a,0,marketing,medium,0.751
983,0.52,2,139.27,3,0,b,0,product_mng,low,0.433
6252,0.71,5,262.74,2,1,e,0,IT,medium,0.598
5383,0.5,4,137.3,2,1,e,0,technical,low,0.887
4955,0.66,4,230.15,3,0,a,0,RandD,low,0.929
1594,0.46,2,133,3,0,b,0,product_mng,low,0.39
8895,0.92,5,184.57,5,0,e,0,technical,low,0.93
12054,0.92,7,307.43,4,0,b,0,support,low,0.087
14367,1,5,241.79,5,0,d,0,support,low,0.833
8597,0.65,3,190.38,3,0,c,0,support,low,0.706
10845,0.91,4,162.39,3,0,e,0,marketing,low,0.767
2772,0.56,4,228.61,3,0,a,0,sales,low,0.535
12441,0.78,2,151.86,4,0,b,0,technical,low,0.356
11602,0.5,2,161.7,2,0,e,0,management,high,0.599
2480,0.9,3,235.3,2,0,c,0,technical,medium,0.565
12660,0.49,2,130.59,3,0,d,0,support,medium,0.434
3784,0.58,3,226.2,4,0,c,0,support,low,0.804
2079,0.63,4,269.21,4,0,a,0,sales,low,0.835
4643,0.98,4,162.29,3,0,a,0,IT,medium,0.73
6448,0.5,2,143.41,3,0,a,0,technical,high,0.322
10397,0.84,4,173.83,4,0,e,0,sales,medium,0.807
14449,0.53,2,145.64,3,0,b,0,marketing,low,0.431
14432,0.51,2,135.77,3,0,d,0,product_mng,low,0.37
5624,0.75,3,180.32,3,0,c,0,support,medium,0.611
810,0.94,5,236.93,5,0,b,0,support,medium,0.838
12959,0.72,6,236.46,5,0,a,0,IT,medium,0.14
2498,0.51,2,106.6,3,0,c,0,technical,low,0.447
13541,0.6,3,139.98,2,0,a,0,support,medium,0.932
305,0.48,2,135.31,3,0,b,0,RandD,medium,0.453
2929,0.81,2,250.35,3,0,c,0,accounting,low,0.318
2504,1,2,137.31,3,0,e,0,IT,low,0.711
4939,0.59,3,235.61,3,0,a,0,support,medium,0.693
7510,0.72,4,230.13,2,0,a,0,accounting,high,0.964
10303,0.74,3,196.12,3,0,a,0,RandD,low,0.7
247,0.49,2,147.3,3,0,b,0,sales,low,0.463
